rental_date,st_property_id
2/2/2014,ST41
2/2/2014,ST42
2/2/2014,ST422
2/2/2014,ST423
2/2/2014,ST424
2/2/2014,ST425
2/2/2014,ST426
2/2/2014,ST427
2/2/2014,ST428
2/2/2014,ST43
2/2/2014,ST44
2/2/2014,ST45
2/2/2014,ST46
2/2/2014,ST47
2/2/2014,ST48
2/2/2014,ST488
2/2/2014,ST512
2/2/2014,ST516
2/2/2014,ST519
2/2/2014,ST53
2/2/2014,ST54
2/2/2014,ST70
2/2/2014,ST71
2/2/2014,ST72
2/2/2014,ST73
2/2/2014,ST74
2/2/2014,ST75
2/2/2014,ST76
2/2/2014,ST77
2/2/2014,ST8
2/2/2014,ST84
2/2/2014,ST87
2/2/2014,ST88
2/2/2014,ST91
2/2/2014,ST97
3/2/2014,ST10
3/2/2014,ST100
3/2/2014,ST103
3/2/2014,ST104
3/2/2014,ST105
3/2/2014,ST106
3/2/2014,ST107
3/2/2014,ST108
3/2/2014,ST111
3/2/2014,ST112
3/2/2014,ST115
3/2/2014,ST118
3/2/2014,ST12
3/2/2014,ST120
3/2/2014,ST121
3/2/2014,ST123
3/2/2014,ST13
3/2/2014,ST131
3/2/2014,ST133
3/2/2014,ST134
3/2/2014,ST135
3/2/2014,ST137
3/2/2014,ST139
3/2/2014,ST14
3/2/2014,ST142
3/2/2014,ST143
3/2/2014,ST145
3/2/2014,ST147
3/2/2014,ST151
3/2/2014,ST155
3/2/2014,ST156
3/2/2014,ST157
3/2/2014,ST158
3/2/2014,ST161
3/2/2014,ST162
3/2/2014,ST163
3/2/2014,ST165
3/2/2014,ST166
3/2/2014,ST17
3/2/2014,ST170
3/2/2014,ST171
3/2/2014,ST173
3/2/2014,ST174
3/2/2014,ST175
3/2/2014,ST176
3/2/2014,ST178
3/2/2014,ST180
3/2/2014,ST181
3/2/2014,ST182
3/2/2014,ST185
3/2/2014,ST186
3/2/2014,ST19
3/2/2014,ST191
3/2/2014,ST196
3/2/2014,ST199
3/2/2014,ST200
3/2/2014,ST202
3/2/2014,ST203
3/2/2014,ST205
3/2/2014,ST206
3/2/2014,ST207
3/2/2014,ST208
3/2/2014,ST209
3/2/2014,ST21
3/2/2014,ST211
3/2/2014,ST220
3/2/2014,ST221
3/2/2014,ST222
3/2/2014,ST225
3/2/2014,ST226
3/2/2014,ST227
3/2/2014,ST229
3/2/2014,ST235
3/2/2014,ST236
3/2/2014,ST237
3/2/2014,ST239
3/2/2014,ST241
3/2/2014,ST242
3/2/2014,ST243
3/2/2014,ST244
3/2/2014,ST3
3/2/2014,ST31
3/2/2014,ST32
3/2/2014,ST33
3/2/2014,ST355
3/2/2014,ST357
3/2/2014,ST358
3/2/2014,ST359
3/2/2014,ST36
3/2/2014,ST360
3/2/2014,ST361
3/2/2014,ST363
3/2/2014,ST366
3/2/2014,ST37
3/2/2014,ST39
3/2/2014,ST41
3/2/2014,ST42
3/2/2014,ST423
3/2/2014,ST428
3/2/2014,ST45
3/2/2014,ST47
3/2/2014,ST49
3/2/2014,ST5
3/2/2014,ST512
3/2/2014,ST513
3/2/2014,ST516
3/2/2014,ST517
3/2/2014,ST519
3/2/2014,ST52
3/2/2014,ST6
3/2/2014,ST67
3/2/2014,ST69
3/2/2014,ST7
3/2/2014,ST70
3/2/2014,ST71
3/2/2014,ST72
3/2/2014,ST77
3/2/2014,ST78
3/2/2014,ST8
3/2/2014,ST81
3/2/2014,ST83
3/2/2014,ST84
3/2/2014,ST88
3/2/2014,ST89
3/2/2014,ST9
3/2/2014,ST94
3/2/2014,ST95
3/2/2014,ST96
3/2/2014,ST97
4/2/2014,ST103
4/2/2014,ST11
4/2/2014,ST111
4/2/2014,ST115
4/2/2014,ST119
4/2/2014,ST123
4/2/2014,ST126
4/2/2014,ST130
4/2/2014,ST131
4/2/2014,ST133
4/2/2014,ST134
4/2/2014,ST139
4/2/2014,ST142
4/2/2014,ST143
4/2/2014,ST145
4/2/2014,ST147
4/2/2014,ST15
4/2/2014,ST150
4/2/2014,ST152
4/2/2014,ST153
4/2/2014,ST156
4/2/2014,ST157
4/2/2014,ST16
4/2/2014,ST160
4/2/2014,ST162
4/2/2014,ST163
4/2/2014,ST164
4/2/2014,ST165
4/2/2014,ST166
4/2/2014,ST168
4/2/2014,ST17
4/2/2014,ST170
4/2/2014,ST173
4/2/2014,ST174
4/2/2014,ST177
4/2/2014,ST178
4/2/2014,ST181
4/2/2014,ST186
4/2/2014,ST19
4/2/2014,ST191
4/2/2014,ST194
4/2/2014,ST200
4/2/2014,ST201
4/2/2014,ST204
4/2/2014,ST205
4/2/2014,ST207
4/2/2014,ST208
4/2/2014,ST211
4/2/2014,ST218
4/2/2014,ST220
4/2/2014,ST222
4/2/2014,ST223
4/2/2014,ST224
4/2/2014,ST226
4/2/2014,ST231
4/2/2014,ST235
4/2/2014,ST238
4/2/2014,ST239
4/2/2014,ST242
4/2/2014,ST243
4/2/2014,ST355
4/2/2014,ST357
4/2/2014,ST358
4/2/2014,ST360
4/2/2014,ST361
4/2/2014,ST363
4/2/2014,ST37
4/2/2014,ST38
4/2/2014,ST39
4/2/2014,ST4
4/2/2014,ST40
4/2/2014,ST41
4/2/2014,ST425
4/2/2014,ST426
4/2/2014,ST428
4/2/2014,ST43
4/2/2014,ST430
4/2/2014,ST47
4/2/2014,ST49
4/2/2014,ST50
4/2/2014,ST51
4/2/2014,ST513
4/2/2014,ST515
4/2/2014,ST516
4/2/2014,ST519
4/2/2014,ST52
4/2/2014,ST53
4/2/2014,ST69
4/2/2014,ST70
4/2/2014,ST71
4/2/2014,ST73
4/2/2014,ST76
4/2/2014,ST77
4/2/2014,ST8
4/2/2014,ST83
4/2/2014,ST84
4/2/2014,ST87
4/2/2014,ST88
4/2/2014,ST9
4/2/2014,ST91
4/2/2014,ST92
4/2/2014,ST97
4/2/2014,ST98
4/2/2014,ST99
5/2/2014,ST10
5/2/2014,ST102
5/2/2014,ST105
5/2/2014,ST109
5/2/2014,ST111
5/2/2014,ST113
5/2/2014,ST114
5/2/2014,ST115
5/2/2014,ST117
5/2/2014,ST118
5/2/2014,ST119
5/2/2014,ST12
5/2/2014,ST122
5/2/2014,ST127
5/2/2014,ST129
5/2/2014,ST13
5/2/2014,ST131
5/2/2014,ST133
5/2/2014,ST136
5/2/2014,ST139
5/2/2014,ST140
5/2/2014,ST141
5/2/2014,ST142
5/2/2014,ST145
5/2/2014,ST147
5/2/2014,ST15
5/2/2014,ST150
5/2/2014,ST151
5/2/2014,ST152
5/2/2014,ST153
5/2/2014,ST156
5/2/2014,ST157
5/2/2014,ST16
5/2/2014,ST161
5/2/2014,ST162
5/2/2014,ST167
5/2/2014,ST168
5/2/2014,ST173
5/2/2014,ST176
5/2/2014,ST178
5/2/2014,ST179
5/2/2014,ST180
5/2/2014,ST181
5/2/2014,ST182
5/2/2014,ST185
5/2/2014,ST19
5/2/2014,ST192
5/2/2014,ST196
5/2/2014,ST198
5/2/2014,ST2
5/2/2014,ST200
5/2/2014,ST202
5/2/2014,ST203
5/2/2014,ST204
5/2/2014,ST205
5/2/2014,ST207
5/2/2014,ST219
5/2/2014,ST220
5/2/2014,ST224
5/2/2014,ST225
5/2/2014,ST227
5/2/2014,ST230
5/2/2014,ST232
5/2/2014,ST239
5/2/2014,ST242
5/2/2014,ST3
5/2/2014,ST32
5/2/2014,ST34
5/2/2014,ST355
5/2/2014,ST357
5/2/2014,ST358
5/2/2014,ST359
5/2/2014,ST37
5/2/2014,ST39
5/2/2014,ST4
5/2/2014,ST40
5/2/2014,ST41
5/2/2014,ST424
5/2/2014,ST425
5/2/2014,ST426
5/2/2014,ST428
5/2/2014,ST44
5/2/2014,ST46
5/2/2014,ST47
5/2/2014,ST48
5/2/2014,ST488
5/2/2014,ST49
5/2/2014,ST512
5/2/2014,ST517
5/2/2014,ST52
5/2/2014,ST53
5/2/2014,ST67
5/2/2014,ST68
5/2/2014,ST7
5/2/2014,ST72
5/2/2014,ST76
5/2/2014,ST77
5/2/2014,ST8
5/2/2014,ST83
5/2/2014,ST86
5/2/2014,ST87
5/2/2014,ST9
5/2/2014,ST94
5/2/2014,ST96
5/2/2014,ST97
6/2/2014,ST10
6/2/2014,ST101
6/2/2014,ST103
6/2/2014,ST105
6/2/2014,ST107
6/2/2014,ST108
6/2/2014,ST109
6/2/2014,ST110
6/2/2014,ST111
6/2/2014,ST112
6/2/2014,ST114
6/2/2014,ST115
6/2/2014,ST116
6/2/2014,ST117
6/2/2014,ST118
6/2/2014,ST119
6/2/2014,ST122
6/2/2014,ST123
6/2/2014,ST125
6/2/2014,ST126
6/2/2014,ST127
6/2/2014,ST129
6/2/2014,ST13
6/2/2014,ST133
6/2/2014,ST134
6/2/2014,ST138
6/2/2014,ST140
6/2/2014,ST142
6/2/2014,ST147
6/2/2014,ST151
6/2/2014,ST152
6/2/2014,ST153
6/2/2014,ST155
6/2/2014,ST156
6/2/2014,ST157
6/2/2014,ST158
6/2/2014,ST159
6/2/2014,ST166
6/2/2014,ST168
6/2/2014,ST170
6/2/2014,ST171
6/2/2014,ST174
6/2/2014,ST175
6/2/2014,ST177
6/2/2014,ST178
6/2/2014,ST179
6/2/2014,ST18
6/2/2014,ST180
6/2/2014,ST181
6/2/2014,ST187
6/2/2014,ST191
6/2/2014,ST196
6/2/2014,ST199
6/2/2014,ST2
6/2/2014,ST201
6/2/2014,ST203
6/2/2014,ST204
6/2/2014,ST205
6/2/2014,ST207
6/2/2014,ST209
6/2/2014,ST21
6/2/2014,ST211
6/2/2014,ST222
6/2/2014,ST223
6/2/2014,ST224
6/2/2014,ST226
6/2/2014,ST229
6/2/2014,ST230
6/2/2014,ST231
6/2/2014,ST232
6/2/2014,ST236
6/2/2014,ST237
6/2/2014,ST238
6/2/2014,ST240
6/2/2014,ST244
6/2/2014,ST3
6/2/2014,ST31
6/2/2014,ST32
6/2/2014,ST34
6/2/2014,ST355
6/2/2014,ST356
6/2/2014,ST357
6/2/2014,ST358
6/2/2014,ST359
6/2/2014,ST363
6/2/2014,ST37
6/2/2014,ST40
6/2/2014,ST41
6/2/2014,ST42
6/2/2014,ST423
6/2/2014,ST424
6/2/2014,ST425
6/2/2014,ST426
6/2/2014,ST43
6/2/2014,ST44
6/2/2014,ST47
6/2/2014,ST48
6/2/2014,ST49
6/2/2014,ST490
6/2/2014,ST50
6/2/2014,ST51
6/2/2014,ST512
6/2/2014,ST513
6/2/2014,ST514
6/2/2014,ST516
6/2/2014,ST517
6/2/2014,ST53
6/2/2014,ST7
6/2/2014,ST70
6/2/2014,ST71
6/2/2014,ST72
6/2/2014,ST74
6/2/2014,ST75
6/2/2014,ST77
6/2/2014,ST79
6/2/2014,ST8
6/2/2014,ST80
6/2/2014,ST81
6/2/2014,ST84
6/2/2014,ST87
6/2/2014,ST88
6/2/2014,ST94
6/2/2014,ST96
7/2/2014,ST100
7/2/2014,ST101
7/2/2014,ST103
7/2/2014,ST105
7/2/2014,ST107
7/2/2014,ST11
7/2/2014,ST111
7/2/2014,ST115
7/2/2014,ST118
7/2/2014,ST12
7/2/2014,ST126
7/2/2014,ST13
7/2/2014,ST131
7/2/2014,ST134
7/2/2014,ST136
7/2/2014,ST138
7/2/2014,ST142
7/2/2014,ST143
7/2/2014,ST145
7/2/2014,ST146
7/2/2014,ST147
7/2/2014,ST149
7/2/2014,ST150
7/2/2014,ST152
7/2/2014,ST153
7/2/2014,ST157
7/2/2014,ST158
7/2/2014,ST16
7/2/2014,ST160
7/2/2014,ST163
7/2/2014,ST166
7/2/2014,ST17
7/2/2014,ST170
7/2/2014,ST171
7/2/2014,ST172
7/2/2014,ST173
7/2/2014,ST176
7/2/2014,ST177
7/2/2014,ST178
7/2/2014,ST179
7/2/2014,ST180
7/2/2014,ST181
7/2/2014,ST183
7/2/2014,ST186
7/2/2014,ST19
7/2/2014,ST191
7/2/2014,ST195
7/2/2014,ST196
7/2/2014,ST198
7/2/2014,ST20
7/2/2014,ST202
7/2/2014,ST203
7/2/2014,ST204
7/2/2014,ST206
7/2/2014,ST207
7/2/2014,ST211
7/2/2014,ST219
7/2/2014,ST222
7/2/2014,ST223
7/2/2014,ST225
7/2/2014,ST235
7/2/2014,ST237
7/2/2014,ST238
7/2/2014,ST240
7/2/2014,ST243
7/2/2014,ST33
7/2/2014,ST34
7/2/2014,ST357
7/2/2014,ST358
7/2/2014,ST359
7/2/2014,ST36
7/2/2014,ST360
7/2/2014,ST363
7/2/2014,ST365
7/2/2014,ST39
7/2/2014,ST40
7/2/2014,ST42
7/2/2014,ST423
7/2/2014,ST424
7/2/2014,ST425
7/2/2014,ST430
7/2/2014,ST46
7/2/2014,ST47
7/2/2014,ST48
7/2/2014,ST489
7/2/2014,ST5
7/2/2014,ST514
7/2/2014,ST53
7/2/2014,ST67
7/2/2014,ST70
7/2/2014,ST71
7/2/2014,ST77
7/2/2014,ST79
7/2/2014,ST8
7/2/2014,ST81
7/2/2014,ST83
7/2/2014,ST88
7/2/2014,ST89
7/2/2014,ST9
7/2/2014,ST91
7/2/2014,ST96
7/2/2014,ST97
7/2/2014,ST99
8/2/2014,ST101
8/2/2014,ST102
8/2/2014,ST106
8/2/2014,ST11
8/2/2014,ST112
8/2/2014,ST113
8/2/2014,ST114
8/2/2014,ST115
8/2/2014,ST116
8/2/2014,ST117
8/2/2014,ST119
8/2/2014,ST12
8/2/2014,ST122
8/2/2014,ST125
8/2/2014,ST126
8/2/2014,ST131
8/2/2014,ST133
8/2/2014,ST137
8/2/2014,ST138
8/2/2014,ST139
8/2/2014,ST14
8/2/2014,ST142
8/2/2014,ST143
8/2/2014,ST146
8/2/2014,ST147
8/2/2014,ST148
8/2/2014,ST151
8/2/2014,ST152
8/2/2014,ST155
8/2/2014,ST156
8/2/2014,ST158
8/2/2014,ST159
8/2/2014,ST160
8/2/2014,ST161
8/2/2014,ST162
8/2/2014,ST163
8/2/2014,ST165
8/2/2014,ST166
8/2/2014,ST167
8/2/2014,ST17
8/2/2014,ST170
8/2/2014,ST173
8/2/2014,ST178
8/2/2014,ST180
8/2/2014,ST181
8/2/2014,ST19
8/2/2014,ST191
8/2/2014,ST192
8/2/2014,ST194
8/2/2014,ST197
8/2/2014,ST199
8/2/2014,ST201
8/2/2014,ST202
8/2/2014,ST204
8/2/2014,ST205
8/2/2014,ST206
8/2/2014,ST208
8/2/2014,ST209
8/2/2014,ST211
8/2/2014,ST219
8/2/2014,ST220
8/2/2014,ST221
8/2/2014,ST222
8/2/2014,ST224
8/2/2014,ST227
8/2/2014,ST229
8/2/2014,ST230
8/2/2014,ST232
8/2/2014,ST240
8/2/2014,ST241
8/2/2014,ST242
8/2/2014,ST243
8/2/2014,ST31
8/2/2014,ST32
8/2/2014,ST35
8/2/2014,ST355
8/2/2014,ST356
8/2/2014,ST357
8/2/2014,ST358
8/2/2014,ST36
8/2/2014,ST360
8/2/2014,ST361
8/2/2014,ST363
8/2/2014,ST366
8/2/2014,ST39
8/2/2014,ST4
8/2/2014,ST40
8/2/2014,ST41
8/2/2014,ST422
8/2/2014,ST423
8/2/2014,ST424
8/2/2014,ST425
8/2/2014,ST427
8/2/2014,ST429
8/2/2014,ST44
8/2/2014,ST47
8/2/2014,ST48
8/2/2014,ST489
8/2/2014,ST49
8/2/2014,ST5
8/2/2014,ST512
8/2/2014,ST513
8/2/2014,ST514
8/2/2014,ST517
8/2/2014,ST53
8/2/2014,ST54
8/2/2014,ST69
8/2/2014,ST70
8/2/2014,ST71
8/2/2014,ST75
8/2/2014,ST76
8/2/2014,ST81
8/2/2014,ST83
8/2/2014,ST84
8/2/2014,ST87
8/2/2014,ST88
8/2/2014,ST90
8/2/2014,ST93
8/2/2014,ST96
8/2/2014,ST97
8/2/2014,ST99
9/2/2014,ST104
9/2/2014,ST107
9/2/2014,ST111
9/2/2014,ST115
9/2/2014,ST119
9/2/2014,ST125
9/2/2014,ST128
9/2/2014,ST13
9/2/2014,ST130
9/2/2014,ST131
9/2/2014,ST132
9/2/2014,ST134
9/2/2014,ST137
9/2/2014,ST138
9/2/2014,ST139
9/2/2014,ST14
9/2/2014,ST140
9/2/2014,ST142
9/2/2014,ST147
9/2/2014,ST148
9/2/2014,ST152
9/2/2014,ST153
9/2/2014,ST156
9/2/2014,ST157
9/2/2014,ST158
9/2/2014,ST16
9/2/2014,ST160
9/2/2014,ST162
9/2/2014,ST163
9/2/2014,ST164
9/2/2014,ST165
9/2/2014,ST166
9/2/2014,ST167
9/2/2014,ST168
9/2/2014,ST174
9/2/2014,ST176
9/2/2014,ST181
9/2/2014,ST186
9/2/2014,ST187
9/2/2014,ST19
9/2/2014,ST191
9/2/2014,ST195
9/2/2014,ST196
9/2/2014,ST197
9/2/2014,ST198
9/2/2014,ST199
9/2/2014,ST202
9/2/2014,ST203
9/2/2014,ST204
9/2/2014,ST208
9/2/2014,ST21
9/2/2014,ST220
9/2/2014,ST221
9/2/2014,ST223
9/2/2014,ST224
9/2/2014,ST230
9/2/2014,ST237
9/2/2014,ST239
9/2/2014,ST241
9/2/2014,ST242
9/2/2014,ST244
9/2/2014,ST31
9/2/2014,ST355
9/2/2014,ST357
9/2/2014,ST358
9/2/2014,ST36
9/2/2014,ST360
9/2/2014,ST361
9/2/2014,ST362
9/2/2014,ST363
9/2/2014,ST365
9/2/2014,ST38
9/2/2014,ST39
9/2/2014,ST40
9/2/2014,ST41
9/2/2014,ST424
9/2/2014,ST428
9/2/2014,ST43
9/2/2014,ST44
9/2/2014,ST47
9/2/2014,ST48
9/2/2014,ST490
9/2/2014,ST5
9/2/2014,ST50
9/2/2014,ST51
9/2/2014,ST515
9/2/2014,ST516
9/2/2014,ST517
9/2/2014,ST52
9/2/2014,ST53
9/2/2014,ST67
9/2/2014,ST69
9/2/2014,ST7
9/2/2014,ST70
9/2/2014,ST72
9/2/2014,ST73
9/2/2014,ST74
9/2/2014,ST75
9/2/2014,ST76
9/2/2014,ST77
9/2/2014,ST81
9/2/2014,ST87
9/2/2014,ST88
9/2/2014,ST92
9/2/2014,ST93
9/2/2014,ST96
9/2/2014,ST97
9/2/2014,ST99
10/2/2014,ST104
10/2/2014,ST107
10/2/2014,ST116
10/2/2014,ST119
10/2/2014,ST120
10/2/2014,ST121
10/2/2014,ST123
10/2/2014,ST126
10/2/2014,ST128
10/2/2014,ST130
10/2/2014,ST131
10/2/2014,ST133
10/2/2014,ST134
10/2/2014,ST14
10/2/2014,ST140
10/2/2014,ST142
10/2/2014,ST143
10/2/2014,ST145
10/2/2014,ST149
10/2/2014,ST150
10/2/2014,ST151
10/2/2014,ST152
10/2/2014,ST155
10/2/2014,ST158
10/2/2014,ST16
10/2/2014,ST161
10/2/2014,ST162
10/2/2014,ST165
10/2/2014,ST168
10/2/2014,ST169
10/2/2014,ST17
10/2/2014,ST172
10/2/2014,ST173
10/2/2014,ST175
10/2/2014,ST176
10/2/2014,ST178
10/2/2014,ST18
10/2/2014,ST183
10/2/2014,ST184
10/2/2014,ST185
10/2/2014,ST19
10/2/2014,ST192
10/2/2014,ST198
10/2/2014,ST199
10/2/2014,ST201
10/2/2014,ST202
10/2/2014,ST204
10/2/2014,ST205
10/2/2014,ST207
10/2/2014,ST209
10/2/2014,ST21
10/2/2014,ST210
10/2/2014,ST211
10/2/2014,ST219
10/2/2014,ST220
10/2/2014,ST221
10/2/2014,ST223
10/2/2014,ST224
10/2/2014,ST228
10/2/2014,ST231
10/2/2014,ST235
10/2/2014,ST236
10/2/2014,ST242
10/2/2014,ST244
10/2/2014,ST3
10/2/2014,ST31
10/2/2014,ST32
10/2/2014,ST34
10/2/2014,ST360
10/2/2014,ST363
10/2/2014,ST365
10/2/2014,ST37
10/2/2014,ST4
10/2/2014,ST41
10/2/2014,ST422
10/2/2014,ST424
10/2/2014,ST425
10/2/2014,ST426
10/2/2014,ST43
10/2/2014,ST45
10/2/2014,ST47
10/2/2014,ST488
10/2/2014,ST489
10/2/2014,ST490
10/2/2014,ST51
10/2/2014,ST512
10/2/2014,ST516
10/2/2014,ST517
10/2/2014,ST52
10/2/2014,ST53
10/2/2014,ST68
10/2/2014,ST75
10/2/2014,ST8
10/2/2014,ST81
10/2/2014,ST87
10/2/2014,ST90
10/2/2014,ST95
10/2/2014,ST96
10/2/2014,ST99
11/2/2014,ST100
11/2/2014,ST101
11/2/2014,ST103
11/2/2014,ST107
11/2/2014,ST11
11/2/2014,ST113
11/2/2014,ST114
11/2/2014,ST115
11/2/2014,ST116
11/2/2014,ST120
11/2/2014,ST121
11/2/2014,ST122
11/2/2014,ST124
11/2/2014,ST126
11/2/2014,ST13
11/2/2014,ST131
11/2/2014,ST133
11/2/2014,ST134
11/2/2014,ST137
11/2/2014,ST138
11/2/2014,ST139
11/2/2014,ST140
11/2/2014,ST142
11/2/2014,ST146
11/2/2014,ST15
11/2/2014,ST152
11/2/2014,ST155
11/2/2014,ST156
11/2/2014,ST157
11/2/2014,ST162
11/2/2014,ST165
11/2/2014,ST166
11/2/2014,ST168
11/2/2014,ST169
11/2/2014,ST170
11/2/2014,ST172
11/2/2014,ST173
11/2/2014,ST175
11/2/2014,ST176
11/2/2014,ST178
11/2/2014,ST18
11/2/2014,ST180
11/2/2014,ST185
