ws_property_id,location,property_type_id,current_monthly_rent,apt_house,num_bedrooms,kitchen,shared,percentile_10th_price,percentile_90th_price,sample_nightly_rent_price
W10,L9533,R6,1200,apartment,2,Y,N,264,532,378
W10,L9533,R6,1200,apartment,2,Y,N,270,543,461
W10,L9533,R6,1200,apartment,2,Y,N,134,568,481
W10,L9533,R6,1200,apartment,2,Y,N,225,1033,538
W10,L9533,R6,1200,apartment,2,Y,N,107,781,579
W10,L9533,R6,1200,apartment,2,Y,N,366,594,417
W10,L9533,R6,1200,apartment,2,Y,N,228,456,245
W10,L9533,R6,1200,apartment,2,Y,N,332,805,663
W10,L9533,R6,1200,apartment,2,Y,N,220,534,302
W10,L9533,R6,1200,apartment,2,Y,N,194,471,343
W10,L9533,R6,1200,apartment,2,Y,N,204,494,284
W10,L9533,R6,1200,apartment,2,Y,N,265,644,478
W10,L9533,R6,1200,apartment,2,Y,N,228,457,377
W10,L9533,R6,1200,apartment,2,Y,N,152,247,210
W10,L9533,R6,1200,apartment,2,Y,N,145,462,263
W10,L9533,R6,1200,apartment,2,Y,N,120,188,151
W10,L9533,R6,1200,apartment,2,Y,N,77,260,136
W10,L9533,R6,1200,apartment,2,Y,N,127,276,207
W10,L9533,R6,1200,apartment,2,Y,N,173,690,360
W10,L9533,R6,1200,apartment,2,Y,N,203,318,246
W10,L9533,R6,1200,apartment,2,Y,N,119,505,274
W10,L9533,R6,1200,apartment,2,Y,N,168,364,308
W10,L9533,R6,1200,apartment,2,Y,N,157,340,241
W10,L9533,R6,1200,apartment,2,Y,N,69,485,340
W10,L9533,R6,1200,apartment,2,Y,N,173,581,392
W10,L9533,R6,1200,apartment,2,Y,N,157,526,337
W10,L9533,R6,1200,apartment,2,Y,N,130,438,265
W10,L9533,R6,1200,apartment,2,Y,N,129,431,231
W10,L9533,R6,1200,apartment,2,Y,N,193,648,415
W10,L9533,R6,1200,apartment,2,Y,N,114,153,148
W10,L9533,R6,1200,apartment,2,Y,N,111,148,142
W10,L9533,R6,1200,apartment,2,Y,N,111,149,133
W10,L9533,R6,1200,apartment,2,Y,N,111,147,123
W102,L15257,R6,2000,apartment,2,Y,N,168,392,322
W102,L15257,R6,2000,apartment,2,Y,N,154,286,230
W102,L15257,R6,2000,apartment,2,Y,N,192,357,266
W102,L15257,R6,2000,apartment,2,Y,N,94,531,427
W102,L15257,R6,2000,apartment,2,Y,N,154,480,154
W102,L15257,R6,2000,apartment,2,Y,N,273,853,432
W102,L15257,R6,2000,apartment,2,Y,N,218,681,560
W102,L15257,R6,2000,apartment,2,Y,N,196,612,373
W102,L15257,R6,2000,apartment,2,Y,N,210,654,426
W102,L15257,R6,2000,apartment,2,Y,N,155,483,294
W102,L15257,R6,2000,apartment,2,Y,N,116,361,284
W102,L15257,R6,2000,apartment,2,Y,N,115,179,156
W102,L15257,R6,2000,apartment,2,Y,N,125,170,139
W102,L15257,R6,2000,apartment,2,Y,N,108,205,147
W102,L15257,R6,2000,apartment,2,Y,N,220,312,260
W102,L15257,R6,2000,apartment,2,Y,N,135,284,189
W102,L15257,R6,2000,apartment,2,Y,N,160,323,237
W102,L15257,R6,2000,apartment,2,Y,N,221,617,429
W102,L15257,R6,2000,apartment,2,Y,N,80,583,212
W102,L15257,R6,2000,apartment,2,Y,N,175,917,462
W102,L15257,R6,2000,apartment,2,Y,N,234,794,374
W102,L15257,R6,2000,apartment,2,Y,N,262,567,430
W102,L15257,R6,2000,apartment,2,Y,N,130,200,169
W102,L15257,R6,2000,apartment,2,Y,N,125,277,203
W102,L15257,R6,2000,apartment,2,Y,N,161,319,283
W102,L15257,R6,2000,apartment,2,Y,N,135,305,246
W102,L15257,R6,2000,apartment,2,Y,N,265,534,443
W102,L15257,R6,2000,apartment,2,Y,N,270,543,424
W102,L15257,R6,2000,apartment,2,Y,N,270,544,329
W102,L15257,R6,2000,apartment,2,Y,N,264,532,378
W102,L15257,R6,2000,apartment,2,Y,N,270,543,461
W102,L15257,R6,2000,apartment,2,Y,N,134,568,481
W102,L15257,R6,2000,apartment,2,Y,N,225,1033,538
W102,L15257,R6,2000,apartment,2,Y,N,107,781,579
W102,L15257,R6,2000,apartment,2,Y,N,366,594,417
W102,L15257,R6,2000,apartment,2,Y,N,228,456,245
W102,L15257,R6,2000,apartment,2,Y,N,332,805,663
W102,L15257,R6,2000,apartment,2,Y,N,220,534,302
W102,L15257,R6,2000,apartment,2,Y,N,194,471,343
W102,L15257,R6,2000,apartment,2,Y,N,204,494,284
W102,L15257,R6,2000,apartment,2,Y,N,265,644,478
W102,L15257,R6,2000,apartment,2,Y,N,228,457,377
W102,L15257,R6,2000,apartment,2,Y,N,152,247,210
W102,L15257,R6,2000,apartment,2,Y,N,145,462,263
W102,L15257,R6,2000,apartment,2,Y,N,120,188,151
W102,L15257,R6,2000,apartment,2,Y,N,77,260,136
W102,L15257,R6,2000,apartment,2,Y,N,127,276,207
W102,L15257,R6,2000,apartment,2,Y,N,173,690,360
W102,L15257,R6,2000,apartment,2,Y,N,203,318,246
W102,L15257,R6,2000,apartment,2,Y,N,119,505,274
W102,L15257,R6,2000,apartment,2,Y,N,168,364,308
W102,L15257,R6,2000,apartment,2,Y,N,157,340,241
W102,L15257,R6,2000,apartment,2,Y,N,69,485,340
W102,L15257,R6,2000,apartment,2,Y,N,173,581,392
W102,L15257,R6,2000,apartment,2,Y,N,157,526,337
W102,L15257,R6,2000,apartment,2,Y,N,130,438,265
W102,L15257,R6,2000,apartment,2,Y,N,129,431,231
W102,L15257,R6,2000,apartment,2,Y,N,193,648,415
W102,L15257,R6,2000,apartment,2,Y,N,114,153,148
W102,L15257,R6,2000,apartment,2,Y,N,111,148,142
W102,L15257,R6,2000,apartment,2,Y,N,111,149,133
W102,L15257,R6,2000,apartment,2,Y,N,111,147,123
W106,L15260,R6,1900,apartment,2,Y,N,168,392,322
W106,L15260,R6,1900,apartment,2,Y,N,154,286,230
W106,L15260,R6,1900,apartment,2,Y,N,192,357,266
W106,L15260,R6,1900,apartment,2,Y,N,94,531,427
W106,L15260,R6,1900,apartment,2,Y,N,154,480,154
W106,L15260,R6,1900,apartment,2,Y,N,273,853,432
W106,L15260,R6,1900,apartment,2,Y,N,218,681,560
W106,L15260,R6,1900,apartment,2,Y,N,196,612,373
W106,L15260,R6,1900,apartment,2,Y,N,210,654,426
W106,L15260,R6,1900,apartment,2,Y,N,155,483,294
W106,L15260,R6,1900,apartment,2,Y,N,116,361,284
W106,L15260,R6,1900,apartment,2,Y,N,115,179,156
W106,L15260,R6,1900,apartment,2,Y,N,125,170,139
W106,L15260,R6,1900,apartment,2,Y,N,108,205,147
W106,L15260,R6,1900,apartment,2,Y,N,220,312,260
W106,L15260,R6,1900,apartment,2,Y,N,135,284,189
W106,L15260,R6,1900,apartment,2,Y,N,160,323,237
W106,L15260,R6,1900,apartment,2,Y,N,221,617,429
W106,L15260,R6,1900,apartment,2,Y,N,80,583,212
W106,L15260,R6,1900,apartment,2,Y,N,175,917,462
W106,L15260,R6,1900,apartment,2,Y,N,234,794,374
W106,L15260,R6,1900,apartment,2,Y,N,262,567,430
W106,L15260,R6,1900,apartment,2,Y,N,130,200,169
W106,L15260,R6,1900,apartment,2,Y,N,125,277,203
W106,L15260,R6,1900,apartment,2,Y,N,161,319,283
W106,L15260,R6,1900,apartment,2,Y,N,135,305,246
W106,L15260,R6,1900,apartment,2,Y,N,265,534,443
W106,L15260,R6,1900,apartment,2,Y,N,270,543,424
W106,L15260,R6,1900,apartment,2,Y,N,270,544,329
W106,L15260,R6,1900,apartment,2,Y,N,264,532,378
W106,L15260,R6,1900,apartment,2,Y,N,270,543,461
W106,L15260,R6,1900,apartment,2,Y,N,134,568,481
W106,L15260,R6,1900,apartment,2,Y,N,225,1033,538
W106,L15260,R6,1900,apartment,2,Y,N,107,781,579
W106,L15260,R6,1900,apartment,2,Y,N,366,594,417
W106,L15260,R6,1900,apartment,2,Y,N,228,456,245
W106,L15260,R6,1900,apartment,2,Y,N,332,805,663
W106,L15260,R6,1900,apartment,2,Y,N,220,534,302
W106,L15260,R6,1900,apartment,2,Y,N,194,471,343
W106,L15260,R6,1900,apartment,2,Y,N,204,494,284
W106,L15260,R6,1900,apartment,2,Y,N,265,644,478
W106,L15260,R6,1900,apartment,2,Y,N,228,457,377
W106,L15260,R6,1900,apartment,2,Y,N,152,247,210
W106,L15260,R6,1900,apartment,2,Y,N,145,462,263
W106,L15260,R6,1900,apartment,2,Y,N,120,188,151
W106,L15260,R6,1900,apartment,2,Y,N,77,260,136
W106,L15260,R6,1900,apartment,2,Y,N,127,276,207
W106,L15260,R6,1900,apartment,2,Y,N,173,690,360
W106,L15260,R6,1900,apartment,2,Y,N,203,318,246
W106,L15260,R6,1900,apartment,2,Y,N,119,505,274
W106,L15260,R6,1900,apartment,2,Y,N,168,364,308
W106,L15260,R6,1900,apartment,2,Y,N,157,340,241
W106,L15260,R6,1900,apartment,2,Y,N,69,485,340
W106,L15260,R6,1900,apartment,2,Y,N,173,581,392
W106,L15260,R6,1900,apartment,2,Y,N,157,526,337
W106,L15260,R6,1900,apartment,2,Y,N,130,438,265
W106,L15260,R6,1900,apartment,2,Y,N,129,431,231
W106,L15260,R6,1900,apartment,2,Y,N,193,648,415
W106,L15260,R6,1900,apartment,2,Y,N,114,153,148
W106,L15260,R6,1900,apartment,2,Y,N,111,148,142
W106,L15260,R6,1900,apartment,2,Y,N,111,149,133
W106,L15260,R6,1900,apartment,2,Y,N,111,147,123
W110,L15264,R6,1300,apartment,2,Y,N,168,392,322
W110,L15264,R6,1300,apartment,2,Y,N,154,286,230
W110,L15264,R6,1300,apartment,2,Y,N,192,357,266
W110,L15264,R6,1300,apartment,2,Y,N,94,531,427
W110,L15264,R6,1300,apartment,2,Y,N,154,480,154
W110,L15264,R6,1300,apartment,2,Y,N,273,853,432
W110,L15264,R6,1300,apartment,2,Y,N,218,681,560
W110,L15264,R6,1300,apartment,2,Y,N,196,612,373
W110,L15264,R6,1300,apartment,2,Y,N,210,654,426
W110,L15264,R6,1300,apartment,2,Y,N,155,483,294
W110,L15264,R6,1300,apartment,2,Y,N,116,361,284
W110,L15264,R6,1300,apartment,2,Y,N,115,179,156
W110,L15264,R6,1300,apartment,2,Y,N,125,170,139
W110,L15264,R6,1300,apartment,2,Y,N,108,205,147
W110,L15264,R6,1300,apartment,2,Y,N,220,312,260
W110,L15264,R6,1300,apartment,2,Y,N,135,284,189
W110,L15264,R6,1300,apartment,2,Y,N,160,323,237
W110,L15264,R6,1300,apartment,2,Y,N,221,617,429
W110,L15264,R6,1300,apartment,2,Y,N,80,583,212
W110,L15264,R6,1300,apartment,2,Y,N,175,917,462
W110,L15264,R6,1300,apartment,2,Y,N,234,794,374
W110,L15264,R6,1300,apartment,2,Y,N,262,567,430
W110,L15264,R6,1300,apartment,2,Y,N,130,200,169
W110,L15264,R6,1300,apartment,2,Y,N,125,277,203
W110,L15264,R6,1300,apartment,2,Y,N,161,319,283
W110,L15264,R6,1300,apartment,2,Y,N,135,305,246
W110,L15264,R6,1300,apartment,2,Y,N,265,534,443
W110,L15264,R6,1300,apartment,2,Y,N,270,543,424
W110,L15264,R6,1300,apartment,2,Y,N,270,544,329
W110,L15264,R6,1300,apartment,2,Y,N,264,532,378
W110,L15264,R6,1300,apartment,2,Y,N,270,543,461
W110,L15264,R6,1300,apartment,2,Y,N,134,568,481
W110,L15264,R6,1300,apartment,2,Y,N,225,1033,538
W110,L15264,R6,1300,apartment,2,Y,N,107,781,579
W110,L15264,R6,1300,apartment,2,Y,N,366,594,417
W110,L15264,R6,1300,apartment,2,Y,N,228,456,245
W110,L15264,R6,1300,apartment,2,Y,N,332,805,663
W110,L15264,R6,1300,apartment,2,Y,N,220,534,302
W110,L15264,R6,1300,apartment,2,Y,N,194,471,343
W110,L15264,R6,1300,apartment,2,Y,N,204,494,284
W110,L15264,R6,1300,apartment,2,Y,N,265,644,478
W110,L15264,R6,1300,apartment,2,Y,N,228,457,377
W110,L15264,R6,1300,apartment,2,Y,N,152,247,210
W110,L15264,R6,1300,apartment,2,Y,N,145,462,263
W110,L15264,R6,1300,apartment,2,Y,N,120,188,151
W110,L15264,R6,1300,apartment,2,Y,N,77,260,136
W110,L15264,R6,1300,apartment,2,Y,N,127,276,207
W110,L15264,R6,1300,apartment,2,Y,N,173,690,360
W110,L15264,R6,1300,apartment,2,Y,N,203,318,246
W110,L15264,R6,1300,apartment,2,Y,N,119,505,274
W110,L15264,R6,1300,apartment,2,Y,N,168,364,308
W110,L15264,R6,1300,apartment,2,Y,N,157,340,241
W110,L15264,R6,1300,apartment,2,Y,N,69,485,340
W110,L15264,R6,1300,apartment,2,Y,N,173,581,392
W110,L15264,R6,1300,apartment,2,Y,N,157,526,337
W110,L15264,R6,1300,apartment,2,Y,N,130,438,265
W110,L15264,R6,1300,apartment,2,Y,N,129,431,231
W110,L15264,R6,1300,apartment,2,Y,N,193,648,415
W110,L15264,R6,1300,apartment,2,Y,N,114,153,148
W110,L15264,R6,1300,apartment,2,Y,N,111,148,142
W110,L15264,R6,1300,apartment,2,Y,N,111,149,133
W110,L15264,R6,1300,apartment,2,Y,N,111,147,123
W114,L15278,R6,1200,apartment,2,Y,N,168,392,322
W114,L15278,R6,1200,apartment,2,Y,N,154,286,230
W114,L15278,R6,1200,apartment,2,Y,N,192,357,266
W114,L15278,R6,1200,apartment,2,Y,N,94,531,427
W114,L15278,R6,1200,apartment,2,Y,N,154,480,154
W114,L15278,R6,1200,apartment,2,Y,N,273,853,432
W114,L15278,R6,1200,apartment,2,Y,N,218,681,560
W114,L15278,R6,1200,apartment,2,Y,N,196,612,373
W114,L15278,R6,1200,apartment,2,Y,N,210,654,426
W114,L15278,R6,1200,apartment,2,Y,N,155,483,294
W114,L15278,R6,1200,apartment,2,Y,N,116,361,284
W114,L15278,R6,1200,apartment,2,Y,N,115,179,156
W114,L15278,R6,1200,apartment,2,Y,N,125,170,139
W114,L15278,R6,1200,apartment,2,Y,N,108,205,147
W114,L15278,R6,1200,apartment,2,Y,N,220,312,260
W114,L15278,R6,1200,apartment,2,Y,N,135,284,189
W114,L15278,R6,1200,apartment,2,Y,N,160,323,237
W114,L15278,R6,1200,apartment,2,Y,N,221,617,429
W114,L15278,R6,1200,apartment,2,Y,N,80,583,212
W114,L15278,R6,1200,apartment,2,Y,N,175,917,462
W114,L15278,R6,1200,apartment,2,Y,N,234,794,374
W114,L15278,R6,1200,apartment,2,Y,N,262,567,430
W114,L15278,R6,1200,apartment,2,Y,N,130,200,169
W114,L15278,R6,1200,apartment,2,Y,N,125,277,203
W114,L15278,R6,1200,apartment,2,Y,N,161,319,283
W114,L15278,R6,1200,apartment,2,Y,N,135,305,246
W114,L15278,R6,1200,apartment,2,Y,N,265,534,443
W114,L15278,R6,1200,apartment,2,Y,N,270,543,424
W114,L15278,R6,1200,apartment,2,Y,N,270,544,329
W114,L15278,R6,1200,apartment,2,Y,N,264,532,378
W114,L15278,R6,1200,apartment,2,Y,N,270,543,461
W114,L15278,R6,1200,apartment,2,Y,N,134,568,481
W114,L15278,R6,1200,apartment,2,Y,N,225,1033,538
W114,L15278,R6,1200,apartment,2,Y,N,107,781,579
W114,L15278,R6,1200,apartment,2,Y,N,366,594,417
W114,L15278,R6,1200,apartment,2,Y,N,228,456,245
W114,L15278,R6,1200,apartment,2,Y,N,332,805,663
W114,L15278,R6,1200,apartment,2,Y,N,220,534,302
W114,L15278,R6,1200,apartment,2,Y,N,194,471,343
W114,L15278,R6,1200,apartment,2,Y,N,204,494,284
W114,L15278,R6,1200,apartment,2,Y,N,265,644,478
W114,L15278,R6,1200,apartment,2,Y,N,228,457,377
W114,L15278,R6,1200,apartment,2,Y,N,152,247,210
W114,L15278,R6,1200,apartment,2,Y,N,145,462,263
W114,L15278,R6,1200,apartment,2,Y,N,120,188,151
W114,L15278,R6,1200,apartment,2,Y,N,77,260,136
W114,L15278,R6,1200,apartment,2,Y,N,127,276,207
W114,L15278,R6,1200,apartment,2,Y,N,173,690,360
W114,L15278,R6,1200,apartment,2,Y,N,203,318,246
W114,L15278,R6,1200,apartment,2,Y,N,119,505,274
W114,L15278,R6,1200,apartment,2,Y,N,168,364,308
W114,L15278,R6,1200,apartment,2,Y,N,157,340,241
W114,L15278,R6,1200,apartment,2,Y,N,69,485,340
W114,L15278,R6,1200,apartment,2,Y,N,173,581,392
W114,L15278,R6,1200,apartment,2,Y,N,157,526,337
W114,L15278,R6,1200,apartment,2,Y,N,130,438,265
W114,L15278,R6,1200,apartment,2,Y,N,129,431,231
W114,L15278,R6,1200,apartment,2,Y,N,193,648,415
W114,L15278,R6,1200,apartment,2,Y,N,114,153,148
W114,L15278,R6,1200,apartment,2,Y,N,111,148,142
W114,L15278,R6,1200,apartment,2,Y,N,111,149,133
W114,L15278,R6,1200,apartment,2,Y,N,111,147,123
W118,L15280,R6,1400,apartment,2,Y,N,168,392,322
W118,L15280,R6,1400,apartment,2,Y,N,154,286,230
W118,L15280,R6,1400,apartment,2,Y,N,192,357,266
W118,L15280,R6,1400,apartment,2,Y,N,94,531,427
W118,L15280,R6,1400,apartment,2,Y,N,154,480,154
W118,L15280,R6,1400,apartment,2,Y,N,273,853,432
W118,L15280,R6,1400,apartment,2,Y,N,218,681,560
W118,L15280,R6,1400,apartment,2,Y,N,196,612,373
W118,L15280,R6,1400,apartment,2,Y,N,210,654,426
W118,L15280,R6,1400,apartment,2,Y,N,155,483,294
W118,L15280,R6,1400,apartment,2,Y,N,116,361,284
W118,L15280,R6,1400,apartment,2,Y,N,115,179,156
W118,L15280,R6,1400,apartment,2,Y,N,125,170,139
W118,L15280,R6,1400,apartment,2,Y,N,108,205,147
W118,L15280,R6,1400,apartment,2,Y,N,220,312,260
W118,L15280,R6,1400,apartment,2,Y,N,135,284,189
W118,L15280,R6,1400,apartment,2,Y,N,160,323,237
W118,L15280,R6,1400,apartment,2,Y,N,221,617,429
W118,L15280,R6,1400,apartment,2,Y,N,80,583,212
W118,L15280,R6,1400,apartment,2,Y,N,175,917,462
W118,L15280,R6,1400,apartment,2,Y,N,234,794,374
W118,L15280,R6,1400,apartment,2,Y,N,262,567,430
W118,L15280,R6,1400,apartment,2,Y,N,130,200,169
W118,L15280,R6,1400,apartment,2,Y,N,125,277,203
W118,L15280,R6,1400,apartment,2,Y,N,161,319,283
W118,L15280,R6,1400,apartment,2,Y,N,135,305,246
W118,L15280,R6,1400,apartment,2,Y,N,265,534,443
W118,L15280,R6,1400,apartment,2,Y,N,270,543,424
W118,L15280,R6,1400,apartment,2,Y,N,270,544,329
W118,L15280,R6,1400,apartment,2,Y,N,264,532,378
W118,L15280,R6,1400,apartment,2,Y,N,270,543,461
W118,L15280,R6,1400,apartment,2,Y,N,134,568,481
W118,L15280,R6,1400,apartment,2,Y,N,225,1033,538
W118,L15280,R6,1400,apartment,2,Y,N,107,781,579
W118,L15280,R6,1400,apartment,2,Y,N,366,594,417
W118,L15280,R6,1400,apartment,2,Y,N,228,456,245
W118,L15280,R6,1400,apartment,2,Y,N,332,805,663
W118,L15280,R6,1400,apartment,2,Y,N,220,534,302
W118,L15280,R6,1400,apartment,2,Y,N,194,471,343
W118,L15280,R6,1400,apartment,2,Y,N,204,494,284
W118,L15280,R6,1400,apartment,2,Y,N,265,644,478
W118,L15280,R6,1400,apartment,2,Y,N,228,457,377
W118,L15280,R6,1400,apartment,2,Y,N,152,247,210
W118,L15280,R6,1400,apartment,2,Y,N,145,462,263
W118,L15280,R6,1400,apartment,2,Y,N,120,188,151
W118,L15280,R6,1400,apartment,2,Y,N,77,260,136
W118,L15280,R6,1400,apartment,2,Y,N,127,276,207
W118,L15280,R6,1400,apartment,2,Y,N,173,690,360
W118,L15280,R6,1400,apartment,2,Y,N,203,318,246
W118,L15280,R6,1400,apartment,2,Y,N,119,505,274
W118,L15280,R6,1400,apartment,2,Y,N,168,364,308
W118,L15280,R6,1400,apartment,2,Y,N,157,340,241
W118,L15280,R6,1400,apartment,2,Y,N,69,485,340
W118,L15280,R6,1400,apartment,2,Y,N,173,581,392
W118,L15280,R6,1400,apartment,2,Y,N,157,526,337
W118,L15280,R6,1400,apartment,2,Y,N,130,438,265
W118,L15280,R6,1400,apartment,2,Y,N,129,431,231
W118,L15280,R6,1400,apartment,2,Y,N,193,648,415
W118,L15280,R6,1400,apartment,2,Y,N,114,153,148
W118,L15280,R6,1400,apartment,2,Y,N,111,148,142
W118,L15280,R6,1400,apartment,2,Y,N,111,149,133
W118,L15280,R6,1400,apartment,2,Y,N,111,147,123
W122,L463,R6,800,apartment,2,Y,N,168,392,322
W122,L463,R6,800,apartment,2,Y,N,154,286,230
W122,L463,R6,800,apartment,2,Y,N,192,357,266
W122,L463,R6,800,apartment,2,Y,N,94,531,427
W122,L463,R6,800,apartment,2,Y,N,154,480,154
W122,L463,R6,800,apartment,2,Y,N,273,853,432
W122,L463,R6,800,apartment,2,Y,N,218,681,560
W122,L463,R6,800,apartment,2,Y,N,196,612,373
W122,L463,R6,800,apartment,2,Y,N,210,654,426
W122,L463,R6,800,apartment,2,Y,N,155,483,294
W122,L463,R6,800,apartment,2,Y,N,116,361,284
W122,L463,R6,800,apartment,2,Y,N,115,179,156
W122,L463,R6,800,apartment,2,Y,N,125,170,139
W122,L463,R6,800,apartment,2,Y,N,108,205,147
W122,L463,R6,800,apartment,2,Y,N,220,312,260
W122,L463,R6,800,apartment,2,Y,N,135,284,189
W122,L463,R6,800,apartment,2,Y,N,160,323,237
W122,L463,R6,800,apartment,2,Y,N,221,617,429
W122,L463,R6,800,apartment,2,Y,N,80,583,212
W122,L463,R6,800,apartment,2,Y,N,175,917,462
W122,L463,R6,800,apartment,2,Y,N,234,794,374
W122,L463,R6,800,apartment,2,Y,N,262,567,430
W122,L463,R6,800,apartment,2,Y,N,130,200,169
W122,L463,R6,800,apartment,2,Y,N,125,277,203
W122,L463,R6,800,apartment,2,Y,N,161,319,283
W122,L463,R6,800,apartment,2,Y,N,135,305,246
W122,L463,R6,800,apartment,2,Y,N,265,534,443
W122,L463,R6,800,apartment,2,Y,N,270,543,424
W122,L463,R6,800,apartment,2,Y,N,270,544,329
